city,zone,zone_type,locality
Lucknow,Ashiyana,ZONE,Madhuban Nagar
Aurangabad,Aurangabad,ZONE,Jai Vishwa Bharti Colony
San Juan,San Juan Region,ZONE,Morning Breeze Subdivision
Taguig,Taguig Region,ZONE,Kapasigan
Chennai,Chennai South West 2,ZONE,Tambaram West
Karur,Karur,ZONE,Nanjaikalakurichi
Guntur,Guntur,ZONE,Kankatapalem
Nellore,Nellore,ZONE,Chakalakonda
Tangerang,Tangerang,ZONE,Suradita
Tangerang,Tangerang,ZONE,Sukatani
Quezon City,Quezon Region,ZONE,Libis
North 24 Parganas,North 24 Parganas,ZONE,Nilganj Bazaar
North 24 Parganas,North 24 Parganas,ZONE,Prafulla Kanan
Singapore,City,ZONE,Chinatown
Ahmedabad,Saraspur,ZONE,Madhupura Market
Ahmedabad,Memnagar,ZONE,Gurukul Road
Guntur,Guntur,ZONE,Dondapadu
Amritsar,Amritsar,ZONE,Saidpur
Guntur,Guntur,ZONE,Muttupalli Agraharam
São Paulo,Jabaquara,ZONE,Jardim Miriam
South Tangerang,South Tangerang,ZONE,Pondok Karya
Ahmedabad,Maninagar,ZONE,Mirzapur
Tangerang,Tangerang,ZONE,Kubang
Las Pinas,Las Pinas Region,ZONE,San Antonio Valley 1
Kolkata,Central,ZONE,Entally
Mumbai,Juhu,ZONE,MG Road
Panchkula,Panchkula,ZONE,Mallah
Ranchi,Ranchi,ZONE,Sode
Ranchi,Ranchi,ZONE,Dowaru
Mysore,Mysore,ZONE,Siddalingapura
Karur,Karur,ZONE,Kodanthur
Madurai,Madurai,ZONE,Poonjuthi
Tangerang,Tangerang,ZONE,Talaga Sari
Nashik,Gangapur Road,ZONE,Parijat Nagar
North 24 Parganas,North 24 Parganas,ZONE,Arbelia
Faridabad,Faridabad,ZONE,Sector 10 HBC
Kottayam,Kottayam,ZONE,Poonjar Thekkekara
Kozhikode,Kozhikode,ZONE,Chorode East
Thiruvananthapuram,Thiruvananthapuram,ZONE,Vedivachankoil
Thrissur,Thrissur,ZONE,Kunnamkulam City
Aurangabad,Aurangabad,ZONE,Gevarai Kuber
Chennai,Chennai South,ZONE,Kanchipuram
Faridabad,Faridabad,ZONE,Manpur
São Paulo,Santana,ZONE,Santa Teresinha
Hooghly,Hooghly,ZONE,Pratapnagar
Chittoor,Chittoor,ZONE,Samireddipalle
Tirunelveli,Tirunelveli,ZONE,Kunnathur
Chittoor,Chittoor,ZONE,Emaganipalle
Chittoor,Chittoor,ZONE,Kalagatur
Lucknow,Hazratganj,ZONE,Golaganj
Bilaspur,Bilaspur,ZONE,Chandeli
Guntur,Guntur,ZONE,Gurunadhanagar
Ludhiana,Ludhiana Zone 3,ZONE,Cheema
Coimbatore,Sai Baba Colony,ZONE,Kuppakonanpudur
Jakarta,PuloGadung/Duren Sawit,ZONE,Kayu Putih
Mysore,Mysore,ZONE,Mavinahallli
Kannur,Kannur,ZONE,Kottali
Allahabad,Allahabad,ZONE,Belsara
Bangalore,BTM Layout,ZONE,Bilekahalli
Guwahati,Guwahati,ZONE,Dispur
Dantewada,Dantewada,ZONE,Kanwalnar
Ranchi,Ranchi,ZONE,Ranchi University
Kottayam,Kottayam,ZONE,Vaikom Thekkenada
Salem,Salem,ZONE,Minnampalli
Faridabad,Faridabad,ZONE,Saraswati Colony
Surat,Adajan,ZONE,Hajira
Warangal,Warangal,ZONE,Bandanagaram
Tiruchirappalli,Tiruchirappalli,ZONE,Periyamangalam
Ernakulam,Tripunithura,ZONE,Tripunithura Fort
Aurangabad,Aurangabad,ZONE,Pishore
Nellore,Nellore,ZONE,Ponnapudipeddapalem
Tiruchirappalli,Tiruchirappalli,ZONE,Thuvarankurichi
Warangal,Warangal,ZONE,Turrur
Lucknow,Hazratganj,ZONE,Naya Gaon
Bilaspur,Bilaspur,ZONE,Khodri
Guntur,Guntur,ZONE,Suddapalli
Guntur,Guntur,ZONE,Satuluru
Jaipur,Durgapura,ZONE,Barkat Nagar
Erode,Erode,ZONE,Arasur
Tirunelveli,Tirunelveli,ZONE,Sennikulam
Salem,Salem,ZONE,Palaniyapuri
Tangerang,Tangerang,ZONE,Buaran Jati
Amritsar,Amritsar,ZONE,Jalalabad
Hooghly,Hooghly,ZONE,Kamarparabazar
Hyderabad,Hitech city,ZONE,Nanakramguda
Lucknow,Ashiyana,ZONE,Talkatora
Jaipur,Raja Park,ZONE,Adarsh Nagar
Manila,Manila Region,ZONE,Paco
North 24 Parganas,North 24 Parganas,ZONE,Kushdanga
Navi Mumbai,Nerul,ZONE,Kharghar
Aurangabad (BH),Aurangabad (BH),ZONE,Akouni
Kottayam,Kottayam,ZONE,Moozhikulangara
Amritsar,Amritsar,ZONE,Ruriwala
Amritsar,Amritsar,ZONE,Marjindpura
São Paulo,Mooca,ZONE,Brás
Panchkula,Panchkula,ZONE,Sector- 22
Ranchi,Ranchi,ZONE,"Chief Commissioner IT, Deptt., Main Rd."
Mysore,Mysore,ZONE,Hirekyathanahalli
Aurangabad,Aurangabad,ZONE,Ellora Caves
Nellore,Nellore,ZONE,Palicherlapadu
Kannur,Kannur,ZONE,Alakode-kuttaramba
Tiruchirappalli,Tiruchirappalli,ZONE,Velakkanatham
East Khasi Hills,Shillong-East Khasi Hills,ZONE,Laitkynsew
Bangalore,Banashankari + RR Nagar,ZONE,Jnanabharathi
Warangal,Warangal,ZONE,Cheralpalem
Chittoor,Chittoor,ZONE,Pasalavandlapalle
Chittoor,Chittoor,ZONE,Pudichennakesavapuram
Warangal,Warangal,ZONE,Laxmidevipet
Aurangabad (BH),Aurangabad (BH),ZONE,Jai Govind Nagar
Lucknow,Indranagar,ZONE,Sector-21 Indiranagar
Guntur,Guntur,ZONE,Bhoolayapalem
Amritsar,Amritsar,ZONE,Kangra Colony
Amritsar,Amritsar,ZONE,Katra Karam Singh
Guntur,Guntur,ZONE,Tsallagundla
Ludhiana,Ludhiana Zone 3,ZONE,Model Town
Erode,Erode,ZONE,Senapathichettipalayam
Karur,Karur,ZONE,Rengachipatti
Nellore,Nellore,ZONE,Nandavaram
Jakarta,PuloGadung/Duren Sawit,ZONE,Ujung Menteng
North 24 Parganas,North 24 Parganas,ZONE,Hatgachha
Mumbai,Tardeo,ZONE,Agripada
Nellore,Nellore,ZONE,Ramesh Reddy Nagar
Surat,Katragam,ZONE,Vasta Devdi Road
Taguig,Taguig Region,ZONE,Taguig City
Nellore,Nellore,ZONE,Pullayapalli
Tiruchirappalli,Tiruchirappalli,ZONE,Kargudi
Warangal,Warangal,ZONE,Ananthasagar
Tirunelveli,Tirunelveli,ZONE,Tulukkapatti
Tirunelveli,Tirunelveli,ZONE,Kodaiseri
Puducherry,Puducherry,ZONE,Thengaithittu
Guntur,Guntur,ZONE,Ponnapalli Agraharam
Ranchi,Ranchi,ZONE,Narkopi
Salem,Salem,ZONE,Parapatti Mannarpalayam
Kolkata,Dum dum,ZONE,Dumdum Road
San Juan,San Juan Region,ZONE,Hagdan Bato Itaas
North 24 Parganas,North 24 Parganas,ZONE,Tushklali
Noida,Sector 18,ZONE,Sector 19
North Goa,North Goa,ZONE,Revora
Hooghly,Hooghly,ZONE,Baidyapur Shibtala
Hooghly,Hooghly,ZONE,Bajemalia
Guntur,Guntur,ZONE,Peravali
Jakarta,Kebayoran/Bintaro,ZONE,Bintaro
Tangerang,Tangerang,ZONE,Nambo Jaya
North 24 Parganas,North 24 Parganas,ZONE,Eojnagar
North Goa,North Goa,ZONE,Ella
Hyderabad,Afzal gunj,ZONE,Charminar
Thiruvananthapuram,Thiruvananthapuram,ZONE,Thirumala
Nagpur,Sadar,ZONE,Civil Lines
Guntur,Guntur,ZONE,Karlapalem
Nellore,Nellore,ZONE,Ballavolu
Salem,Salem,ZONE,Doramangalam
Tangerang,Tangerang,ZONE,Suka Damai
Tangerang,Tangerang,ZONE,Kedung
Hooghly,Hooghly,ZONE,Goswamimalipara
Hooghly,Hooghly,ZONE,Saidpur
Ludhiana,Ludhiana Zone 2,ZONE,Tharike
Quezon City,Quezon Region,ZONE,Laging Handa
South Goa,South Goa,ZONE,Cansaulim
Nellore,Nellore,ZONE,Chikavolu
Tiruchirappalli,Tiruchirappalli,ZONE,Samayapuram
Warangal,Warangal,ZONE,Peesara
Warangal,Warangal,ZONE,Chelpur
Tirunelveli,Tirunelveli,ZONE,Kuniyur
Nellore,Nellore,ZONE,Chowkacherla
North 24 Parganas,North 24 Parganas,ZONE,Gopalpur
Tirunelveli,Tirunelveli,ZONE,Vadakarai
Tirunelveli,Tirunelveli,ZONE,Sivagiri South
Delhi,Nehru place,ZONE,CR Park
Ludhiana,Ludhiana Zone 3,ZONE,Sherpur
Erode,Erode,ZONE,Kavundichipalayam
Nellore,Nellore,ZONE,Chillamur
Karur,Karur,ZONE,Koyampalli
Tangerang,Tangerang,ZONE,Pasir Gadung
Puducherry,Puducherry,ZONE,Irumbai
Chittoor,Chittoor,ZONE,Varathur
Chittoor,Chittoor,ZONE,Bairupalle
Aurangabad (BH),Aurangabad (BH),ZONE,Kutumba
Kakinada,Kakinada,ZONE,Sarpavaram
Thrissur,Thrissur,ZONE,Thiruvambady TSR
Bhopal,Old Bhopal,ZONE,Bazaria Shahajahanabad
Warangal,Warangal,ZONE,Pakhal
Aurangabad (BH),Aurangabad (BH),ZONE,Goh
Hyderabad,Afzal gunj,ZONE,Begum Bazar
Chennai,Chennai South Central,ZONE,Mettupalayam
South Goa,South Goa,ZONE,Xelvona
Thrissur,Thrissur,ZONE,Chokkana
Thrissur,Thrissur,ZONE,Edakulam
Chittoor,Chittoor,ZONE,Dadepallerajulur
Warangal,Warangal,ZONE,Dharmapuram
Tirunelveli,Tirunelveli,ZONE,Kuruvikulam
Tirunelveli,Tirunelveli,ZONE,Sambakulam
Chittoor,Chittoor,ZONE,Sri Sukabrahmasramam
Lucknow,Hazratganj,ZONE,Mehmoodpur
Aurangabad (BH),Aurangabad (BH),ZONE,Risiap
Guntur,Guntur,ZONE,Chivaluru
Kannur,Kannur,ZONE,Palaparamba
Kannur,Kannur,ZONE,Pullookkara
Bhopal,Central Bhopal,ZONE,Nehru Nagar
North 24 Parganas,North 24 Parganas,ZONE,Aturia
Quezon City,Quezon Region,ZONE,Bayanihan
Gurgaon,Manesar,ZONE,Gurgaon Sector 82
South Goa,South Goa,ZONE,Balli
Kozhikode,Kozhikode,ZONE,Pallikara
Thiruvananthapuram,Thiruvananthapuram,ZONE,Kokkottukonam
Thiruvananthapuram,Thiruvananthapuram,ZONE,Moongode
Thrissur,Thrissur,ZONE,Trithallur
Thrissur,Thrissur,ZONE,Vadakkummuri
East Khasi Hills,Shillong-East Khasi Hills,ZONE,Nongspung
Delhi,Preet vihar,ZONE,AGCR Enclave
Delhi,Punjabi bagh,ZONE,Shivaji Park
Ernakulam,Panampilly Nagar,ZONE,Vallarpadam
Kannur,Kannur,ZONE,Kozhummal
Bangalore,HSR Layout,ZONE,HSR Layout
Bangalore,Koramangala,ZONE,Koramangala 4 Block
Kozhikode,Kozhikode,ZONE,Kayal
Nellore,Nellore,ZONE,Mahalakshmipuram
Nellore,Nellore,ZONE,Tatakaladinne
Jakarta,Kebon Jeruk/Tomang/Slipi,ZONE,Kemanggisan
Guntur,Guntur,ZONE,Krapa
Delhi,Chanakyapuri,ZONE,Anand Niketan
Delhi,Chanakyapuri,ZONE,Sarojini Nagar
Aurangabad,Aurangabad,ZONE,Hingoni
Aurangabad,Aurangabad,ZONE,Jambhargaon
Amritsar,Amritsar,ZONE,Tmmowal
Thane,Virar,ZONE,Virar
Chennai,Chennai South Central,ZONE,Ekkaduthangal
Guntur,Guntur,ZONE,Varahapuram Agraharam
Guntur,Guntur,ZONE,Nadigadda
North 24 Parganas,North 24 Parganas,ZONE,Ram Nagar Road
North 24 Parganas,North 24 Parganas,ZONE,Bidhan Nagar
North 24 Parganas,North 24 Parganas,ZONE,Talsa
Erode,Erode,ZONE,Avudayarparai
Erode,Erode,ZONE,Kuttagam
Erode,Erode,ZONE,Nallur
Erode,Erode,ZONE,Tegnarai
Bangalore,Marathahalli,ZONE,Devarabesanhalli
Tangerang,Tangerang,ZONE,Pasir Nangka
Kolkata,Santoshpur,ZONE,Parnasree Pally
Delhi,Malviya nagar,ZONE,Madangir
Panchkula,Panchkula,ZONE,Chandi Mandir
São Paulo,Jabaquara,ZONE,Santo Amaro
Tirunelveli,Tirunelveli,ZONE,Kulasekaraperi
Tirunelveli,Tirunelveli,ZONE,Periyakoilankulam
Chittoor,Chittoor,ZONE,Cheelapalle
Chittoor,Chittoor,ZONE,Punganur Bus Stand
Bilaspur,Bilaspur,ZONE,Mopka
Guntur,Guntur,ZONE,Gundepalle
Mohali,Mohali,ZONE,Sector- 58
Panchkula,Panchkula,ZONE,Sector 2
Ranchi,Ranchi,ZONE,Nawagarh
Mysore,Mysore,ZONE,Mysore Fort
Kannur,Kannur,ZONE,Pariyaram-kannur
Ranchi,Ranchi,ZONE,Bikwadag
Mysore,Mysore,ZONE,Administrative Trg Institute
Hooghly,Hooghly,ZONE,Antisara
Jakarta,Setiabudi/Tebet/Kuningan,ZONE,Cikoko
Mohali,Mohali,ZONE,Hoshiarpur Taqipur
Mohali,Mohali,ZONE,Sotal
Guntur,Guntur,ZONE,Godavarru Agraharam
Singapore,Ang Mo Kio,ZONE,Toa Payoh
Kannur,Kannur,ZONE,Kappad
Kottayam,Kottayam,ZONE,Koorali
Erode,Erode,ZONE,Gangapuram
North 24 Parganas,North 24 Parganas,ZONE,Kadampukur
Kozhikode,Kozhikode,ZONE,Karthikappally
East Khasi Hills,Shillong-East Khasi Hills,ZONE,Laitryngew
East Khasi Hills,Shillong-East Khasi Hills,ZONE,Mawblang
Bangalore,Hebbal + HBR layout,ZONE,Kavalbyrasandra
Bangalore,shivajinagar + MG Road,ZONE,Wheelers Road (Cooke Town)
Warangal,Warangal,ZONE,Bittupalli
Aurangabad (BH),Aurangabad (BH),ZONE,Mehiyan
Aurangabad (BH),Aurangabad (BH),ZONE,Barauli
Navi Mumbai,JNPT,ZONE,Sheva
Mohali,Mohali,ZONE,Phase 5
Dantewada,Dantewada,ZONE,Badebedma
Lucknow,Ashiyana,ZONE,Bhadwana
Erode,Erode,ZONE,Vairamangalam
Karur,Karur,ZONE,Nallur
Vijayawada,Suryaraopet,ZONE,Machavaram
Tangerang,Tangerang,ZONE,Medang
Mumbai,Fort area,ZONE,Dockyard Road
Bangalore,Whitefield,ZONE,Nallurhalli
Pune,Bibvewadi,ZONE,Salunke Vihar
Salem,Salem,ZONE,Ayyanthirumaligai
Mangalore,Mangalore,ZONE,Gandhinagar
Mysore,Mysore,ZONE,Yadavagiri
North Goa,North Goa,ZONE,Alto Betim
Ernakulam,Kakkanad,ZONE,Varapuzha Landing
Mohali,Mohali,ZONE,Sector- 66
Guntur,Guntur,ZONE,Vadlamudivaripalem
Guntur,Guntur,ZONE,Kothaluru
North 24 Parganas,North 24 Parganas,ZONE,Punra
Mumbai,Andheri east,ZONE,Mahakali Caves Road
Singapore,Clementi,ZONE,Kent Ridge
Kottayam,Kottayam,ZONE,Karinilam
Dantewada,Dantewada,ZONE,Kokawada
Dantewada,Dantewada,ZONE,Kundanpal
Hooghly,Hooghly,ZONE,Brindabanpur
Erode,Erode,ZONE,Virumandampalayam
Madurai,Madurai,ZONE,Valayapatti
Delhi,Rohini,ZONE,Rohini Sector 33
Madurai,Madurai,ZONE,KK Nagar
Vadodara,Vasna Road,ZONE,Raipura
Vadodara,Vasna Road,ZONE,Sindhrot
São Paulo,Lapa,ZONE,Vila Leopoldina
Karur,Karur,ZONE,Velanchettiyur
Guntur,Guntur,ZONE,Savalyapuram
Madurai,Madurai,ZONE,Kuppalnatham
Kottayam,Kottayam,ZONE,Ponand-karur
Kozhikode,Kozhikode,ZONE,Murampathy
Tiruchirappalli,Tiruchirappalli,ZONE,Tadakkavundanpatti
Tirunelveli,Tirunelveli,ZONE,Maruthamputhur
Quezon City,Quezon Region,ZONE,Doña Aurora
South Goa,South Goa,ZONE,Nagao
Ranchi,Ranchi,ZONE,Kandir
Chittoor,Chittoor,ZONE,Vagalla
Lucknow,Ashiyana,ZONE,Chakganjaria
Amritsar,Amritsar,ZONE,Rataul
Thiruvananthapuram,Thiruvananthapuram,ZONE,Pothencode
Thrissur,Thrissur,ZONE,Thrissur R S
Bhopal,South Bhopal,ZONE,Baghmugalia
Visakhapatnam,Gajuwaka,ZONE,Vempadu
East Khasi Hills,Shillong-East Khasi Hills,ZONE,Madan Bitaw
Tirunelveli,Tirunelveli,ZONE,Kalandapanai
Tirunelveli,Tirunelveli,ZONE,Mahadevankulam
Thiruvananthapuram,Thiruvananthapuram,ZONE,Vellanad
Dantewada,Dantewada,ZONE,Hameergarh
Indore,Old Indore,ZONE,Commissioner Nagar Nigam
Aurangabad,Aurangabad,ZONE,Chinchadgaon
Ernakulam,Kakkanad,ZONE,Kochi University
Erode,Erode,ZONE,Pongalur-avanashi
Vadodara,Alkapuri,ZONE,Ellora Park
Mumbai,Kandivali,ZONE,Kandivali
Noida,Sector 62,ZONE,Sector 58
Bilaspur,Bilaspur,ZONE,Chantidih
Kottayam,Kottayam,ZONE,Manjoor South
Kottayam,Kottayam,ZONE,Muttuchira
Thiruvananthapuram,Thiruvananthapuram,ZONE,Muttada
Thiruvananthapuram,Thiruvananthapuram,ZONE,Powdikonam
Nellore,Nellore,ZONE,Masaipeta
Aurangabad,Aurangabad,ZONE,Bramhani Garada
Warangal,Warangal,ZONE,Damera
Tirunelveli,Tirunelveli,ZONE,Mavadi
Chittoor,Chittoor,ZONE,Cherlopalle
Lucknow,Aliganj,ZONE,Maunda
Lucknow,Hazratganj,ZONE,Raja Bazar
Guntur,Guntur,ZONE,Snpagraharam
Lucknow,Hazratganj,ZONE,Antagarhi
Nellore,Nellore,ZONE,Kommi
Lucknow,Vikas Nagar,ZONE,Jankipuram sector 2
Quezon City,Quezon Region,ZONE,Roxas
Taguig,Taguig Region,ZONE,Calumpang
Pune,Kothrud,ZONE,Bopodi
Pune,Pimpri chinchwad,ZONE,Dehu Road
Makati,Makati Region,ZONE,Makati City
Nagpur,Wardhaman Nagar,ZONE,Ganeshpeth Colony
Ranchi,Ranchi,ZONE,Bukru
Kottayam,Kottayam,ZONE,Kothanallur
Puducherry,Puducherry,ZONE,Kirumambakkam
Thiruvananthapuram,Thiruvananthapuram,ZONE,Kottukal
Thiruvananthapuram,Thiruvananthapuram,ZONE,Manali
Warangal,Warangal,ZONE,Ghanpur Station
Tirunelveli,Tirunelveli,ZONE,Ambasamudram East
Tirunelveli,Tirunelveli,ZONE,Agarakattu
Warangal,Warangal,ZONE,Shatapur
Aurangabad (BH),Aurangabad (BH),ZONE,Tarar
Tirunelveli,Tirunelveli,ZONE,Komarudappapuram
Nellore,Nellore,ZONE,Damayapalem
Tiruchirappalli,Tiruchirappalli,ZONE,Kumaravayalur
Warangal,Warangal,ZONE,Reddicolony
Lucknow,Ashiyana,ZONE,Aishbagh
Amritsar,Amritsar,ZONE,Harike
Guwahati,Guwahati,ZONE,Azara
Warangal,Warangal,ZONE,Veerannapet
Warangal,Warangal,ZONE,Jadalpet
Salem,Salem,ZONE,Vellaiyampalayam
Nellore,Nellore,ZONE,Kodur
Visakhapatnam,Gajuwaka,ZONE,Chintalaagaraharam
Tiruchirappalli,Tiruchirappalli,ZONE,Allur
Warangal,Warangal,ZONE,Upparguda
Bangalore,JP Nagar,ZONE,JP Nagar 6 Phase
Agra,Agra City,ZONE,Johri Bazar
Agra,Delhi Gate,ZONE,Raja Mandi
Chittoor,Chittoor,ZONE,Mulakalacheruvu R.S.
Allahabad,Allahabad,ZONE,Kurki Kalan
Bhopal,Old Bhopal,ZONE,Sikandri Sarai
Indore,Old Indore,ZONE,Indore Govt. College
Indore,Palasia,ZONE,Indore Manorama Ganj
Amritsar,Amritsar,ZONE,Khaper Kheri
Warangal,Warangal,ZONE,Kannaigudem
Warangal,Warangal,ZONE,Rajulakothapalli
Amritsar,Amritsar,ZONE,Wadali Guru
Guwahati,Guwahati,ZONE,Narangi
Allahabad,Allahabad,ZONE,Sohbatia Bagh
Bilaspur,Bilaspur,ZONE,Hirri Mines
Tiruchirappalli,Tiruchirappalli,ZONE,Thillai Nagar
Delhi,Civil lines,ZONE,Chandni Chowk
Ranchi,Ranchi,ZONE,Korambe
Mysore,Mysore,ZONE,Maddur
Mysore,Mysore,ZONE,Turuganur
Kottayam,Kottayam,ZONE,Kavumbhagom
Kottayam,Kottayam,ZONE,Mannarakayam
Thiruvananthapuram,Thiruvananthapuram,ZONE,Kaniyapuram
Thrissur,Thrissur,ZONE,Thayyur
Tirunelveli,Tirunelveli,ZONE,Pathai
Warangal,Warangal,ZONE,Yerrabelligudem
Allahabad,Allahabad,ZONE,Palpatti
Salem,Salem,ZONE,West Rajapalayam
Chandigarh,Sector 36,ZONE,Sector 56
Las Pinas,Las Pinas Region,ZONE,Pulang Lupa
Kolkata,Dum dum,ZONE,Bangur Avenue
Guntur,Guntur,ZONE,Pyaparru
Guntur,Guntur,ZONE,Manchikallu
Guntur,Guntur,ZONE,Sanampudi
Amritsar,Amritsar,ZONE,Dhunda
Mohali,Mohali,ZONE,Phase - 3
Ranchi,Ranchi,ZONE,Ginjothakurgaon
Kottayam,Kottayam,ZONE,Thottakadu
Tangerang,Tangerang,ZONE,Cibodas
Tangerang,Tangerang,ZONE,Bitung Jaya
Nashik,Gangapur Road,ZONE,Khutwad Nagar
North 24 Parganas,North 24 Parganas,ZONE,Asoknagar R/s
Quezon City,Quezon Region,ZONE,Del Monte
Faridabad,Faridabad,ZONE,Sarurpur Industrial Area
Mumbai,Chembur,ZONE,Chembur West
South Goa,South Goa,ZONE,Navelim Camp
Singapore,City,ZONE,Raffles Quay
Thiruvananthapuram,Thiruvananthapuram,ZONE,Thattathumala
Thrissur,Thrissur,ZONE,Pallam Kottambathur
Pune,Ambegaon,ZONE,Narayangaon
Warangal,Warangal,ZONE,Pallarguda
Tirunelveli,Tirunelveli,ZONE,Marukkalankulam
Thiruvananthapuram,Thiruvananthapuram,ZONE,Mukkudil
Thrissur,Thrissur,ZONE,Puvathur
Allahabad,Allahabad,ZONE,Mahori
Lucknow,Hazratganj,ZONE,Mill Road
Hooghly,Hooghly,ZONE,Dalapatipur
Chennai,Chennai South West 1,ZONE,Tharamani
Hooghly,Hooghly,ZONE,Dihi Bagnan
Jakarta,Setiabudi/Tebet/Kuningan,ZONE,Tebet
Nellore,Nellore,ZONE,Kalvelapalem
Karur,Karur,ZONE,Kattumunnur
Faridabad,Faridabad,ZONE,IOCL Sector-12
Tangerang,Tangerang,ZONE,Tajur
Anantapur,Anantapur,ZONE,Vijayanagar Colony
Hyderabad,Kukatpally,ZONE,Madinaguda
Mumbai,Borivali,ZONE,Mandapeshwar
São Paulo,Mooca,ZONE,Chácara Mafalda
Bangalore,HSR Layout,ZONE,Kasavanahalli
Chittoor,Chittoor,ZONE,Baitapalle
Aurangabad (BH),Aurangabad (BH),ZONE,Bham
Bangalore,Majestic,ZONE,Kalasipalayam
Guntur,Guntur,ZONE,Krishnayapalem
Guntur,Guntur,ZONE,Mangalagiri Busstand
Jakarta,Kebayoran/Bintaro,ZONE,Pulo
Tangerang,Tangerang,ZONE,Kosambi Timur
Meerut,Bacha Park,ZONE,Mohanpuri
Lucknow,Hazratganj,ZONE,Asharfabad
Taguig,Taguig Region,ZONE,Kalawaan
North Goa,North Goa,ZONE,Bicholim Industrial Estate
Amritsar,Amritsar,ZONE,Sohal
North Goa,North Goa,ZONE,Tarvalem
Salem,Salem,ZONE,Attayampatti
Coimbatore,Sai Baba Colony,ZONE,Vadavalli
Nellore,Nellore,ZONE,Kona Samudram
Tangerang,Tangerang,ZONE,Rawa Boni
San Juan,San Juan Region,ZONE,Barangka Drive
Kannur,Kannur,ZONE,Eranholi
Kannur,Kannur,ZONE,Kadirur-tly
Ludhiana,Ludhiana Zone 3,ZONE,New kartar nagar
Kannur,Kannur,ZONE,Kayalampara
Kannur,Kannur,ZONE,Kuttikol
Guntur,Guntur,ZONE,Vaddamanu
Salem,Salem,ZONE,Kanavaipudur
Tangerang,Tangerang,ZONE,Blukbuk
Hooghly,Hooghly,ZONE,Satghara
Aurangabad,Aurangabad,ZONE,PWD Colony
Allahabad,Allahabad,ZONE,Anapur
Thiruvananthapuram,Thiruvananthapuram,ZONE,Arumanoor
Pune,Pimpri chinchwad,ZONE,Thergaon
Bangalore,shivajinagar + MG Road,ZONE,Magrath Road
Tirunelveli,Tirunelveli,ZONE,Veppankulam
Warangal,Warangal,ZONE,Palampet
Guntur,Guntur,ZONE,Pathareddypalem
Lucknow,Gomtinagar,ZONE,Ujariaon
Hooghly,Hooghly,ZONE,Rudrani
Ludhiana,Ludhiana Zone 3,ZONE,Passi Nagar
Hyderabad,Afzal gunj,ZONE,Afzalgunj
Nellore,Nellore,ZONE,Budamgunta
Madurai,Madurai,ZONE,Nilaiyur
Madurai,Madurai,ZONE,Ayyankottai
Salem,Salem,ZONE,Naickenpatti
Kolkata,Bhowanipore,ZONE,Khiddirpore
Kottayam,Kottayam,ZONE,Kongandoor
Mumbai,Dadar,ZONE,Dharavi
Gurgaon,Badsharpur,ZONE,Gurgaon Sector 69
Hyderabad,Himayat nagar,ZONE,Domalguda
Ahmedabad,Paldi,ZONE,Vasna
Karur,Karur,ZONE,Monjanur
Karur,Karur,ZONE,Chinnamookkanankuppam
Tangerang,Tangerang,ZONE,Batu Ceper
Tangerang,Tangerang,ZONE,Cibetok
South Goa,South Goa,ZONE,Loutolim
Guntur,Guntur,ZONE,Narasaraopet Bazar
Ludhiana,Ludhiana Zone 2,ZONE,Sarabha Nagar
Coimbatore,Sai Baba Colony,ZONE,Kavundampalayam
Nellore,Nellore,ZONE,Kokkupadu
Madurai,Madurai,ZONE,Nariampatti
Kolkata,Jadavpur,ZONE,Haltu
North 24 Parganas,North 24 Parganas,ZONE,Ghona
Nellore,Nellore,ZONE,Palugodu
Madurai,Madurai,ZONE,Sedapatti
Mangalore,Mangalore,ZONE,Karbala Road
Ernakulam,Tripunithura,ZONE,Kavakkad
Kottayam,Kottayam,ZONE,Erathuvadakara
Tangerang,Tangerang,ZONE,Taban
Delhi,Nehru place,ZONE,Tuglakabad
Amritsar,Amritsar,ZONE,Dadupura
Noida,Sector 15,ZONE,Sector 15
North Goa,North Goa,ZONE,St. Lourence
Hooghly,Hooghly,ZONE,Dakshin Basudebpur
Guntur,Guntur,ZONE,Venkatapalem
Chennai,Chennai South East 2,ZONE,Pudupet
São Paulo,Jabaquara,ZONE,Cidade Vargas
Jakarta,Kebon Jeruk/Tomang/Slipi,ZONE,Wijaya Kesuma
Salem,Salem,ZONE,Chettichavadi
Karur,Karur,ZONE,Punjaithottakurichi
Puducherry,Puducherry,ZONE,Annamalai Nagar
San Juan,San Juan Region,ZONE,Balong-Bato
Mysore,Mysore,ZONE,Chamundi Extension
Nellore,Nellore,ZONE,Nellore Cutchery
Nellore,Nellore,ZONE,Pogathota
Kanpur,Kakadeo,ZONE,Armapore
Amritsar,Amritsar,ZONE,Daburji
Warangal,Warangal,ZONE,Mecharajpalli
Kannur,Kannur,ZONE,Taliparamba
Erode,Erode,ZONE,Senapathipalayam
Madurai,Madurai,ZONE,Ss Colony
Madurai,Madurai,ZONE,Budamangalam
Chennai,Chennai South West 2,ZONE,Kattankulathur
Amritsar,Amritsar,ZONE,Gharka Buwala
Amritsar,Amritsar,ZONE,Phulke
Jaipur,C Scheme,ZONE,Vitta Bhawan
Panchkula,Panchkula,ZONE,Sector 20
São Paulo,Vila Mariana,ZONE,Vila Prudente
Greater Noida,Greater Noida,ZONE,Zeta I
Ranchi,Ranchi,ZONE,Mahilong
Cavite,Cavite,ZONE,Tanza
